date,station,tmax,tmin,tavg,cdd26
2025/09/25,sapporo,16.4,7.6,12,0
2025/09/26,tokyo,23.6,15,19.3,0
2025/09/26,osaka,25.6,17,21.3,0
2025/09/26,kobe,23.8,15.6,19.7,0
2025/09/26,nagasaki,26.6,17.2,21.9,0
2025/09/26,kumamoto,25.4,17.4,21.4,0
2025/09/26,sapporo,17,7.5,12.3,0
2025/09/27,tokyo,23.8,16.2,20,0
2025/09/27,osaka,23.3,15.7,19.5,0
2025/09/27,kobe,24.9,16.3,20.6,0
2025/09/27,nagasaki,25.2,17,21.1,0
2025/09/27,kumamoto,24,15.3,19.6,0
2025/09/27,sapporo,16.9,8.7,12.8,0
2025/09/28,tokyo,24,15.4,19.7,0
2025/09/28,osaka,23.4,14.8,19.1,0
2025/09/28,kobe,23.5,14.5,19,0
2025/09/28,nagasaki,24.5,15.7,20.1,0
2025/09/28,kumamoto,25.9,16.5,21.2,0
2025/09/28,sapporo,17.5,8.6,13.1,0
2025/09/29,tokyo,24.1,16.5,20.3,0
2025/09/29,osaka,23.6,15.9,19.8,0
2025/09/29,kobe,24.6,15.1,19.9,0
2025/09/29,nagasaki,25.6,18,21.8,0
2025/09/29,kumamoto,24.5,16.4,20.4,0
2025/09/29,sapporo,17.4,9.7,13.5,0
2025/09/30,tokyo,22.2,14.1,18.1,0
2025/09/30,osaka,24.1,16,20.1,0
2025/09/30,kobe,23,14.3,18.6,0
2025/09/30,nagasaki,24.1,15,19.6,0
2025/09/30,kumamoto,23,15.3,19.1,0
2025/09/30,sapporo,16.4,8.6,12.5,0
2025/10/01,tokyo,21.7,14,17.9,0
2025/10/01,osaka,23.6,15.9,19.8,0
2025/10/01,kobe,23,14.9,18.9,0
2025/10/01,nagasaki,23.6,15.1,19.4,0
2025/10/01,kumamoto,24.9,15.8,20.4,0
2025/10/01,sapporo,16.7,9,12.8,0
2025/10/02,tokyo,21.8,13.1,17.4,0
2025/10/02,osaka,23.8,15,19.4,0
2025/10/02,kobe,24,15.5,19.8,0
2025/10/02,nagasaki,24.7,15.4,20.1,0
2025/10/02,kumamoto,23.5,15.7,19.6,0
2025/10/02,sapporo,14.8,6.4,10.6,0
2025/10/03,tokyo,22,14.2,18.1,0
2025/10/03,osaka,23.9,16.1,20,0
2025/10/03,kobe,22.6,13.7,18.1,0
2025/10/03,nagasaki,24,16.1,20.1,0
2025/10/03,kumamoto,22.9,14.4,18.6,0
2025/10/03,sapporo,14.6,5.4,10,0
2025/10/04,tokyo,22.1,13.3,17.7,0
2025/10/04,osaka,24.1,15.3,19.7,0
2025/10/04,kobe,23.7,14.3,19,0
2025/10/04,nagasaki,22.6,13.9,18.3,0
2025/10/04,kumamoto,24,14.8,19.4,0
2025/10/04,sapporo,15.2,7.3,11.3,0
2025/10/05,tokyo,22.2,14.4,18.3,0
2025/10/05,osaka,21.7,13.9,17.8,0
2025/10/05,kobe,22.2,14.4,18.3,0
2025/10/05,nagasaki,24.5,15.2,19.9,0
2025/10/05,kumamoto,23.4,15.5,19.4,0
2025/10/05,sapporo,15.1,6.4,10.8,0
2025/10/06,tokyo,22.4,13.6,18,0
2025/10/06,osaka,21.8,13,17.4,0
2025/10/06,kobe,23.3,15.1,19.2,0
2025/10/06,nagasaki,23.1,15,19.1,0
2025/10/06,kumamoto,22,13.4,17.7,0
2025/10/06,sapporo,15.7,6.3,11,0
2025/10/07,tokyo,22.5,14.7,18.6,0
2025/10/07,osaka,22,14.1,18.1,0
2025/10/07,kobe,21.9,13.3,17.6,0
2025/10/07,nagasaki,21.7,12.9,17.3,0
2025/10/07,kumamoto,23.1,13.8,18.5,0
2025/10/07,sapporo,13.8,5.7,9.8,0
2025/10/08,tokyo,20.2,11.3,15.8,0
2025/10/08,osaka,22.1,13.2,17.6,0
2025/10/08,kobe,22.9,13.9,18.4,0
2025/10/08,nagasaki,23.6,14.1,18.9,0
2025/10/08,kumamoto,22.4,14.4,18.4,0
2025/10/08,sapporo,13.7,4.8,9.3,0
2025/10/09,tokyo,20.3,12.4,16.4,0
2025/10/09,osaka,22.3,14.4,18.4,0
2025/10/09,kobe,21.5,12,16.8,0
2025/10/09,nagasaki,22.2,14,18.1,0
2025/10/09,kumamoto,21,12.3,16.6,0
2025/10/09,sapporo,14.3,6.7,10.5,0
2025/10/10,tokyo,20.9,12.6,16.8,0
2025/10/10,osaka,20.3,12,16.1,0
2025/10/10,kobe,22.4,13.7,18,0
2025/10/10,nagasaki,23.1,15.3,19.2,0
2025/10/10,kumamoto,22.7,14.5,18.6,0
2025/10/10,sapporo,13.3,5.6,9.4,0
2025/10/11,tokyo,21,11.7,16.4,0
2025/10/11,osaka,20.5,11.1,15.8,0
2025/10/11,kobe,21,11.9,16.4,0
2025/10/11,nagasaki,22.5,14.1,18.3,0
2025/10/11,kumamoto,21.3,12.3,16.8,0
2025/10/11,sapporo,13.2,4.7,8.9,0
2025/10/12,tokyo,21.2,12.8,17,0
2025/10/12,osaka,20.6,12.2,16.4,0
2025/10/12,kobe,19.6,12.1,15.9,0
2025/10/12,nagasaki,21.1,11.9,16.5,0
2025/10/12,kumamoto,22.4,14.7,18.5,0
2025/10/12,sapporo,13.8,4.6,9.2,0
2025/10/13,tokyo,21.3,11.9,16.6,0
2025/10/13,osaka,20.8,11.4,16.1,0
2025/10/13,kobe,20.6,12.6,16.6,0
2025/10/13,nagasaki,20.4,12.6,16.5,0
2025/10/13,kumamoto,21.8,13.4,17.6,0
2025/10/13,sapporo,11.9,4,8,0
2025/10/14,tokyo,18.9,10.5,14.7,0
2025/10/14,osaka,20.9,12.5,16.7,0
2025/10/14,kobe,19.2,10.8,15,0
2025/10/14,nagasaki,21.5,12.9,17.2,0
2025/10/14,kumamoto,20.4,11.3,15.8,0
2025/10/14,sapporo,11.7,3.1,7.4,0
2025/10/15,tokyo,19.1,9.7,14.4,0
2025/10/15,osaka,21,11.6,16.3,0
2025/10/15,kobe,20.2,11.4,15.8,0
2025/10/15,nagasaki,20.9,11.7,16.3,0
2025/10/15,kumamoto,19.7,11.9,15.8,0
2025/10/15,sapporo,12.3,3,7.7,0
2025/10/16,tokyo,19.2,10.8,15,0
2025/10/16,osaka,21.2,12.7,16.9,0
2025/10/16,kobe,18.8,9.6,14.2,0
2025/10/16,nagasaki,19.5,11.5,15.5,0
2025/10/16,kumamoto,20.8,12.3,16.6,0
2025/10/16,sapporo,12.2,4.1,8.1,0
2025/10/17,tokyo,19.3,9.8,14.6,0
2025/10/17,osaka,18.8,9.3,14.1,0
2025/10/17,kobe,19.9,12.3,16.1,0
2025/10/17,nagasaki,20.6,11.9,16.3,0
2025/10/17,kumamoto,19.4,10.2,14.8,0
2025/10/17,sapporo,12.8,4,8.4,0
2025/10/18,tokyo,19.5,11,15.3,0
2025/10/18,osaka,18.9,10.4,14.6,0
2025/10/18,kobe,18.4,10.3,14.3,0
2025/10/18,nagasaki,19.9,10.5,15.2,0
2025/10/18,kumamoto,18.8,10.9,14.9,0
2025/10/18,sapporo,10.9,3.4,7.2,0
2025/10/19,tokyo,19.6,12.1,15.9,0
2025/10/19,osaka,19.1,11.6,15.4,0
2025/10/19,kobe,19.5,11,15.3,0
2025/10/19,nagasaki,21,12.9,16.9,0
2025/10/19,kumamoto,19.9,11.3,15.6,0
2025/10/19,sapporo,10.7,2.4,6.5,0
2025/10/20,tokyo,17.7,9.8,13.8,0
2025/10/20,osaka,19.6,11.6,15.6,0
2025/10/20,kobe,17.9,10.2,14,0
2025/10/20,nagasaki,20.2,12.6,16.4,0
2025/10/20,kumamoto,19.1,11,15.1,0
2025/10/20,sapporo,12.2,3.8,8,0
2025/10/21,tokyo,17.8,8.8,13.3,0
2025/10/21,osaka,19.8,10.8,15.3,0
2025/10/21,kobe,19,10.9,14.9,0
2025/10/21,nagasaki,18.8,10.5,14.7,0
2025/10/21,kumamoto,20.2,11.3,15.8,0
2025/10/21,sapporo,10.3,1.2,5.8,0
2025/10/22,tokyo,18,10,14,0
2025/10/22,osaka,17.4,9.4,13.4,0
2025/10/22,kobe,17.5,8.9,13.2,0
2025/10/22,nagasaki,19.9,10.8,15.3,0
2025/10/22,kumamoto,18.8,11.2,15,0
2025/10/22,sapporo,10.2,2.3,6.3,0
2025/10/23,tokyo,18.1,9.1,13.6,0
2025/10/23,osaka,17.5,8.5,13,0
2025/10/23,kobe,18.6,9.6,14.1,0
2025/10/23,nagasaki,19.2,11.5,15.3,0
2025/10/23,kumamoto,18.1,9.8,14,0
2025/10/23,sapporo,10.8,2.2,6.5,0
2025/10/24,tokyo,18.2,10.2,14.2,0
2025/10/24,osaka,17.7,9.7,13.7,0
2025/10/24,kobe,17.2,7.8,12.5,0
2025/10/24,nagasaki,17.8,9.3,13.6,0
2025/10/24,kumamoto,19.2,10.2,14.7,0
2025/10/24,sapporo,11.4,2.1,6.8,0
2025/10/25,tokyo,18.4,9.4,13.9,0
2025/10/25,osaka,17.8,8.7,13.3,0
2025/10/25,kobe,18.2,10.4,14.3,0
2025/10/25,nagasaki,19.7,10.6,15.1,0
2025/10/25,kumamoto,18.5,10.8,14.7,0
2025/10/25,sapporo,11.2,3.1,7.1,0
2025/10/26,tokyo,16,7.9,11.9,0
2025/10/26,osaka,18,9.9,13.9,0
2025/10/26,kobe,16.8,8.6,12.7,0
2025/10/26,nagasaki,18.3,10.4,14.4,0
2025/10/26,kumamoto,17.1,8.7,12.9,0
2025/10/26,sapporo,9.3,0.5,4.9,0
2025/10/27,tokyo,16.1,7,11.6,0
2025/10/27,osaka,18.1,9,13.6,0
2025/10/27,kobe,17.8,9.1,13.4,0
2025/10/27,nagasaki,16.9,8.3,12.6,0
2025/10/27,kumamoto,19,9.9,14.4,0
2025/10/27,sapporo,9.2,1.6,5.4,0
2025/10/28,tokyo,16.3,8.2,12.3,0
2025/10/28,osaka,18.2,10.1,14.1,0
2025/10/28,kobe,16.4,7.3,11.8,0
2025/10/28,nagasaki,18.7,9.4,14.1,0
2025/10/28,kumamoto,17.6,9.8,13.7,0
2025/10/28,sapporo,9.8,1.5,5.7,0
2025/10/29,tokyo,16.4,7.3,11.8,0
2025/10/29,osaka,15.9,6.8,11.3,0
2025/10/29,kobe,17.5,10,13.8,0
2025/10/29,nagasaki,17.3,9.3,13.3,0
2025/10/29,kumamoto,16.2,7.7,11.9,0
2025/10/29,sapporo,10.4,1.4,5.9,0
2025/10/30,tokyo,17,9.4,13.2,0
2025/10/30,osaka,16.4,8.8,12.6,0
2025/10/30,kobe,15.9,7.2,11.6,0
2025/10/30,nagasaki,16.5,9,12.8,0
2025/10/30,kumamoto,17.9,9.9,13.9,0
2025/10/30,sapporo,9.4,0.3,4.9,0
2025/10/31,tokyo,14.6,6,10.3,0
2025/10/31,osaka,16.6,8,12.3,0
2025/10/31,kobe,17,7.8,12.4,0
2025/10/31,nagasaki,17.6,9.4,13.5,0
2025/10/31,kumamoto,16.5,7.7,12.1,0
2025/10/31,sapporo,9.3,1.4,5.4,0
2025/11/01,tokyo,16.4,8,12.2,0
2025/11/01,osaka,15.8,7.4,11.6,0
2025/11/01,kobe,15.7,6.8,11.3,0
2025/11/01,nagasaki,18,9.1,13.6,0
2025/11/01,kumamoto,16.9,7.5,12.2,0
2025/11/01,sapporo,8.4,-0.1,4.2,0
2025/11/02,tokyo,16.5,7.1,11.8,0
2025/11/02,osaka,16,6.6,11.3,0
2025/11/02,kobe,16.8,7.5,12.2,0
2025/11/02,nagasaki,16.6,8.9,12.8,0
2025/11/02,kumamoto,15.5,7.3,11.4,0
2025/11/02,sapporo,9,-0.2,4.4,0
2025/11/03,tokyo,14.2,5.8,10,0
2025/11/03,osaka,16.1,7.7,11.9,0
2025/11/03,kobe,15.3,7.6,11.4,0
2025/11/03,nagasaki,15.9,7.6,11.8,0
2025/11/03,kumamoto,17.3,8.5,12.9,0
2025/11/03,sapporo,7.1,-0.8,3.1,0
2025/11/04,tokyo,14.3,4.9,9.6,0
2025/11/04,osaka,16.3,6.8,11.6,0
2025/11/04,kobe,16.4,8.3,12.3,0
2025/11/04,nagasaki,17.1,8,12.6,0
2025/11/04,kumamoto,15.9,8.3,12.1,0
2025/11/04,sapporo,7,-1.7,2.6,0
2025/11/05,tokyo,14.4,5.9,10.2,0
2025/11/05,osaka,16.4,7.9,12.1,0
2025/11/05,kobe,15,6.4,10.7,0
2025/11/05,nagasaki,16.4,8.7,12.5,0
2025/11/05,kumamoto,15.3,7.1,11.2,0
2025/11/05,sapporo,7.6,-1.8,2.9,0
2025/11/06,tokyo,14.6,5.1,9.8,0
2025/11/06,osaka,14,6.5,10.3,0
2025/11/06,kobe,16,7,11.5,0
2025/11/06,nagasaki,15,6.5,10.8,0
2025/11/06,kumamoto,16.4,7.4,11.9,0
2025/11/06,sapporo,7.4,-0.8,3.3,0
2025/11/07,tokyo,14.7,6.2,10.4,0
2025/11/07,osaka,14.2,5.7,9.9,0
2025/11/07,kobe,14.6,5.2,9.9,0
2025/11/07,nagasaki,16.1,6.9,11.5,0
2025/11/07,kumamoto,15,7.3,11.2,0
2025/11/07,sapporo,8,-0.9,3.5,0
2025/11/08,tokyo,14.9,7.4,11.2,0
2025/11/08,osaka,14.3,6.8,10.6,0
2025/11/08,kobe,13.2,5.4,9.3,0
2025/11/08,nagasaki,15.5,7.6,11.6,0
2025/11/08,kumamoto,14.3,5.9,10.1,0
2025/11/08,sapporo,6.2,-1.4,2.4,0
2025/11/09,tokyo,12.5,4,8.3,0
2025/11/09,osaka,14.5,5.9,10.2,0
2025/11/09,kobe,14.3,6.1,10.2,0
2025/11/09,nagasaki,14.1,5.5,9.8,0
2025/11/09,kumamoto,15.5,6.4,10.9,0
2025/11/09,sapporo,6,-2.4,1.8,0
2025/11/10,tokyo,12.4,3.3,7.8,0
2025/11/10,osaka,14.3,5.2,9.8,0
2025/11/10,kobe,15.2,5.7,10.4,0
2025/11/10,nagasaki,15.1,6.9,11,0
2025/11/10,kumamoto,13.9,5.2,9.6,0
2025/11/10,sapporo,7.6,-0.9,3.3,0
2025/11/11,tokyo,12.5,4.4,8.4,0
2025/11/11,osaka,14.5,6.4,10.4,0
2025/11/11,kobe,13.8,5.9,9.9,0
2025/11/11,nagasaki,14.4,5.6,10,0
2025/11/11,kumamoto,13.3,4,8.7,0
2025/11/11,sapporo,5.7,-3.5,1.1,0
2025/11/12,tokyo,12.7,3.6,8.2,0
2025/11/12,osaka,14.6,5.5,10.1,0
2025/11/12,kobe,12.3,4,8.2,0
2025/11/12,nagasaki,13,5.4,9.2,0
2025/11/12,kumamoto,14.4,6.3,10.3,0
2025/11/12,sapporo,5.5,-2.5,1.5,0
2025/11/13,tokyo,12.8,4.7,8.8,0
2025/11/13,osaka,12.3,4.2,8.3,0
2025/11/13,kobe,13.4,4.7,9.1,0
2025/11/13,nagasaki,14.9,6.7,10.8,0
2025/11/13,kumamoto,13.8,5.1,9.4,0
2025/11/13,sapporo,6.2,-2.5,1.9,0
2025/11/14,tokyo,13,3.9,8.4,0
2025/11/14,osaka,12.5,3.3,7.9,0
2025/11/14,kobe,12,2.8,7.4,0
2025/11/14,nagasaki,13.5,4.5,9,0
2025/11/14,kumamoto,14.9,5.4,10.2,0
2025/11/14,sapporo,6.8,-2.6,2.1,0
2025/11/15,tokyo,13.2,5,9.1,0
2025/11/15,osaka,12.6,4.4,8.5,0
2025/11/15,kobe,13.1,5.5,9.3,0
2025/11/15,nagasaki,12.9,5.3,9.1,0
2025/11/15,kumamoto,14.3,6.2,10.3,0
2025/11/15,sapporo,4.2,-4,0.1,0
2025/11/16,tokyo,13.3,4.1,8.7,0
2025/11/16,osaka,12.8,3.6,8.2,0
2025/11/16,kobe,11.7,3.7,7.7,0
2025/11/16,nagasaki,14,5.6,9.8,0
2025/11/16,kumamoto,12.9,4,8.4,0
2025/11/16,sapporo,4.8,-4.1,0.4,0
2025/11/17,tokyo,11,2.8,6.9,0
2025/11/17,osaka,12.9,4.7,8.8,0
2025/11/17,kobe,12.8,4.4,8.6,0
2025/11/17,nagasaki,12.7,3.6,8.2,0
2025/11/17,kumamoto,14,6.4,10.2,0
2025/11/17,sapporo,4.7,-2.9,0.9,0
2025/11/18,tokyo,11.2,2,6.6,0
2025/11/18,osaka,13.1,3.9,8.5,0
2025/11/18,kobe,11.4,2.6,7,0
2025/11/18,nagasaki,12,4.2,8.1,0
2025/11/18,kumamoto,13.4,5.1,9.3,0
2025/11/18,sapporo,5.3,-3,1.1,0
2025/11/19,tokyo,11.3,3.1,7.2,0
2025/11/19,osaka,13.3,5,9.2,0
2025/11/19,kobe,12.5,3.2,7.8,0
2025/11/19,nagasaki,13.2,4.7,8.9,0
2025/11/19,kumamoto,12,3,7.5,0
2025/11/19,sapporo,3.4,-5.6,-1.1,0
2025/11/20,tokyo,11.9,3.2,7.6,0
2025/11/20,osaka,11.4,2.7,7.1,0
2025/11/20,kobe,10.9,2.4,6.7,0
2025/11/20,nagasaki,11.6,3.5,7.5,0
2025/11/20,kumamoto,11.3,2.8,7.1,0
2025/11/20,sapporo,5,-4.2,0.4,0
2025/11/21,tokyo,12.1,4.4,8.3,0
2025/11/21,osaka,11.5,3.8,7.7,0
2025/11/21,kobe,12,3.1,7.5,0
2025/11/21,nagasaki,13.5,4.8,9.2,0
2025/11/21,kumamoto,12.4,3.2,7.8,0
2025/11/21,sapporo,4.9,-3,1,0
2025/11/22,tokyo,9.8,1.1,5.5,0
2025/11/22,osaka,11.7,3,7.3,0
2025/11/22,kobe,10.6,1.3,6,0
2025/11/22,nagasaki,12.2,2.7,7.4,0
2025/11/22,kumamoto,11,3,7,0
2025/11/22,sapporo,3,-5.6,-1.3,0
2025/11/23,tokyo,9.9,2.2,6.1,0
2025/11/23,osaka,11.9,4.1,8,0
2025/11/23,kobe,11.7,3.9,7.8,0
2025/11/23,nagasaki,11.5,3.4,7.5,0
2025/11/23,kumamoto,12.9,4.3,8.6,0
2025/11/23,sapporo,2.9,-6.5,-1.8,0
2025/11/24,tokyo,10.1,1.3,5.7,0
2025/11/24,osaka,12.1,3.3,7.7,0
2025/11/24,kobe,10.3,2.1,6.2,0
2025/11/24,nagasaki,12.7,3.8,8.3,0
2025/11/24,kumamoto,11.6,2.2,6.9,0
2025/11/24,sapporo,3.5,-4.6,-0.5,0
2025/11/25,tokyo,10.3,2.5,6.4,0
2025/11/25,osaka,9.8,2,5.9,0
2025/11/25,kobe,11.4,2.8,7.1,0
2025/11/25,nagasaki,12.1,4.6,8.3,0
2025/11/25,kumamoto,10.9,2.9,6.9,0
2025/11/25,sapporo,4.2,-4.6,-0.2,0
2025/11/26,tokyo,10.5,1.7,6.1,0
2025/11/26,osaka,9.9,1.1,5.5,0
2025/11/26,kobe,10,1,5.5,0
2025/11/26,nagasaki,10.7,2.4,6.5,0
2025/11/26,kumamoto,12.1,3.3,7.7,0
2025/11/26,sapporo,4.1,-3.5,0.3,0
2025/11/27,tokyo,10.7,2.9,6.8,0
2025/11/27,osaka,10.1,2.3,6.2,0
2025/11/27,kobe,11.1,1.7,6.4,0
2025/11/27,nagasaki,11.9,2.9,7.4,0
2025/11/27,kumamoto,10.7,3.2,6.9,0
2025/11/27,sapporo,2.2,-6.1,-1.9,0
2025/11/28,tokyo,10.9,2.1,6.5,0
2025/11/28,osaka,10.3,1.4,5.9,0
2025/11/28,kobe,9.7,1.8,5.8,0
2025/11/28,nagasaki,11.3,3.6,7.5,0
2025/11/28,kumamoto,10.1,1.9,6,0
2025/11/28,sapporo,2.1,-7,-2.5,0
2025/11/29,tokyo,8.6,0.7,4.6,0
2025/11/29,osaka,10.5,2.6,6.5,0
2025/11/29,kobe,10.9,2.6,6.8,0
2025/11/29,nagasaki,9.9,1.5,5.7,0
2025/11/29,kumamoto,11.3,2.4,6.9,0
2025/11/29,sapporo,2.8,-5,-1.1,0
2025/11/30,tokyo,9.2,0.9,5,0
2025/11/30,osaka,11.1,2.8,6.9,0
2025/11/30,kobe,9.3,1.8,5.6,0
2025/11/30,nagasaki,11.7,3.8,7.8,0
2025/11/30,kumamoto,10.5,2.1,6.3,0
2025/11/30,sapporo,1.9,-6,-2,0
2025/12/01,tokyo,8.8,-0.3,4.3,0
2025/12/01,osaka,10.8,1.7,6.3,0
2025/12/01,kobe,10.2,2.6,6.4,0
2025/12/01,nagasaki,10.9,1.6,6.3,0
2025/12/01,kumamoto,9.8,2,5.9,0
2025/12/01,sapporo,1.9,-7.4,-2.8,0
2025/12/02,tokyo,9,0.9,5,0
2025/12/02,osaka,8.5,0.3,4.4,0
2025/12/02,kobe,8.8,0.8,4.8,0
2025/12/02,nagasaki,9.6,1.6,5.6,0
2025/12/02,kumamoto,11,2.4,6.7,0
2025/12/02,sapporo,1.8,-6.3,-2.3,0
2025/12/03,tokyo,9.3,0.1,4.7,0
2025/12/03,osaka,8.7,-0.5,4.1,0
2025/12/03,kobe,9.9,1.5,5.7,0
2025/12/03,nagasaki,9,0.3,4.7,0
2025/12/03,kumamoto,10.4,1.2,5.8,0
2025/12/03,sapporo,2.5,-6.3,-1.9,0
2025/12/04,tokyo,9.5,1.3,5.4,0
2025/12/04,osaka,8.9,0.7,4.8,0
2025/12/04,kobe,8.5,-0.3,4.1,0
2025/12/04,nagasaki,10.2,0.8,5.5,0
2025/12/04,kumamoto,9,1,5,0
2025/12/04,sapporo,0.6,-8.9,-4.2,0
2025/12/05,tokyo,9.7,0.5,5.1,0
2025/12/05,osaka,9.1,-0.1,4.5,0
2025/12/05,kobe,9.7,0.4,5,0
2025/12/05,nagasaki,8.8,0.6,4.7,0
2025/12/05,kumamoto,8.4,-0.2,4.1,0
2025/12/05,sapporo,0.5,-7.7,-3.6,0
2025/12/06,tokyo,7.4,-0.8,3.3,0
2025/12/06,osaka,9.3,1.1,5.2,0
2025/12/06,kobe,8.3,0.6,4.5,0
2025/12/06,nagasaki,10.8,2,6.4,0
2025/12/06,kumamoto,9.6,0.2,4.9,0
2025/12/06,sapporo,1.2,-7.7,-3.3,0
2025/12/07,tokyo,7.6,-1.6,3,0
2025/12/07,osaka,9.5,0.2,4.8,0
2025/12/07,kobe,9.4,1.3,5.4,0
2025/12/07,nagasaki,9.4,1.8,5.6,0
2025/12/07,kumamoto,8.3,0.2,4.3,0
2025/12/07,sapporo,1.2,-6.5,-2.6,0
2025/12/08,tokyo,7.8,-0.5,3.6,0
2025/12/08,osaka,9.8,1.5,5.7,0
2025/12/08,kobe,8.1,-0.4,3.8,0
2025/12/08,nagasaki,8.9,0.7,4.8,0
2025/12/08,kumamoto,10.2,1.4,5.8,0
2025/12/08,sapporo,1.8,-6.6,-2.4,0
2025/12/09,tokyo,8,-1.3,3.4,0
2025/12/09,osaka,7.5,-1.8,2.9,0
2025/12/09,kobe,9.2,0.3,4.8,0
2025/12/09,nagasaki,10,1,5.5,0
2025/12/09,kumamoto,8.9,1.4,5.2,0
2025/12/09,sapporo,0,-9.1,-4.5,0
2025/12/10,tokyo,8.7,1,4.8,0
2025/12/10,osaka,8.1,0.4,4.3,0
2025/12/10,kobe,7.7,-0.5,3.6,0
2025/12/10,nagasaki,8.6,0.1,4.3,0
2025/12/10,kumamoto,9.9,0.8,5.4,0
2025/12/10,sapporo,1.6,-7.6,-3,0
2025/12/11,tokyo,6.4,-2.3,2.1,0
2025/12/11,osaka,8.4,-0.4,4,0
2025/12/11,kobe,8.9,0.3,4.6,0
2025/12/11,nagasaki,8,-1.2,3.4,0
2025/12/11,kumamoto,9.4,1.7,5.5,0
2025/12/11,sapporo,1.6,-6.4,-2.4,0
2025/12/12,tokyo,6.6,-1.2,2.7,0
2025/12/12,osaka,8.6,0.8,4.7,0
2025/12/12,kobe,7.5,-1.5,3,0
2025/12/12,nagasaki,9.2,1.3,5.3,0
2025/12/12,kumamoto,8.1,-0.4,3.8,0
2025/12/12,sapporo,-0.2,-8.9,-4.5,0
2025/12/13,tokyo,6.9,-1.9,2.5,0
2025/12/13,osaka,8.8,0,4.4,0
2025/12/13,kobe,8.7,-0.7,4,0
2025/12/13,nagasaki,8.6,0,4.3,0
2025/12/13,kumamoto,7.5,-1.6,3,0
2025/12/13,sapporo,-0.3,-7.8,-4,0
2025/12/14,tokyo,7.1,-0.7,3.2,0
2025/12/14,osaka,6.6,-1.2,2.7,0
2025/12/14,kobe,7.4,-0.5,3.5,0
2025/12/14,nagasaki,7.3,-2,2.6,0
2025/12/14,kumamoto,8.7,0.8,4.8,0
2025/12/14,sapporo,0.4,-7.8,-3.7,0
2025/12/15,tokyo,7.3,-1.5,2.9,0
2025/12/15,osaka,6.8,-2,2.4,0
2025/12/15,kobe,8.5,0.2,4.3,0
2025/12/15,nagasaki,9.3,1.3,5.3,0
2025/12/15,kumamoto,8.2,-0.3,3.9,0
2025/12/15,sapporo,1.1,-7.8,-3.3,0
2025/12/16,tokyo,7.6,-0.2,3.7,0
2025/12/16,osaka,7,-0.9,3,0
2025/12/16,kobe,7.2,-1.5,2.9,0
2025/12/16,nagasaki,8,-0.7,3.6,0
2025/12/16,kumamoto,6.9,-2.4,2.3,0
2025/12/16,sapporo,-1.4,-9.1,-5.3,0
2025/12/17,tokyo,7.8,-1.1,3.3,0
2025/12/17,osaka,7.3,-1.6,2.8,0
2025/12/17,kobe,8.4,-0.7,3.9,0
2025/12/17,nagasaki,9.2,-0.3,4.4,0
2025/12/17,kumamoto,8.1,0.1,4.1,0
2025/12/17,sapporo,-0.7,-9.1,-4.9,0
2025/12/18,tokyo,5.6,-2.3,1.6,0
2025/12/18,osaka,7.5,-0.4,3.5,0
2025/12/18,kobe,7,-0.5,3.3,0
2025/12/18,nagasaki,8.7,0.6,4.6,0
2025/12/18,kumamoto,7.5,-1.2,3.1,0
2025/12/18,sapporo,-0.8,-10,-5.4,0
2025/12/19,tokyo,5.8,-3.1,1.3,0
2025/12/19,osaka,7.8,-1.1,3.3,0
2025/12/19,kobe,5.7,-2.3,1.7,0
2025/12/19,nagasaki,7.4,-1.5,3,0
2025/12/19,kumamoto,8.8,-0.6,4.1,0
2025/12/19,sapporo,0,-7.9,-4,0
2025/12/20,tokyo,6.5,-2.8,1.9,0
2025/12/20,osaka,6,-3.4,1.3,0
2025/12/20,kobe,6.8,-2.4,2.2,0
2025/12/20,nagasaki,8.5,0.1,4.3,0
2025/12/20,kumamoto,8.1,-0.8,3.6,0
2025/12/20,sapporo,-0.9,-8.9,-4.9,0
2025/12/21,tokyo,6.8,-1.6,2.6,0
2025/12/21,osaka,6.2,-2.2,2,0
2025/12/21,kobe,5.4,-2.2,1.6,0
2025/12/21,nagasaki,7.9,-1.2,3.4,0
2025/12/21,kumamoto,6.8,-0.8,3,0
2025/12/21,sapporo,-0.2,-8.9,-4.5,0
2025/12/22,tokyo,7.1,-2.3,2.4,0
2025/12/22,osaka,6.5,-2.9,1.8,0
2025/12/22,kobe,6.6,-1.4,2.6,0
2025/12/22,nagasaki,6.7,-1.1,2.8,0
2025/12/22,kumamoto,8,-0.4,3.8,0
2025/12/22,sapporo,-0.2,-9.7,-4.9,0
2025/12/23,tokyo,4.8,-3.6,0.6,0
2025/12/23,osaka,6.8,-1.6,2.6,0
2025/12/23,kobe,5.3,-3.2,1,0
2025/12/23,nagasaki,6.1,-2.4,1.8,0
2025/12/23,kumamoto,7.5,-1.5,3,0
2025/12/23,sapporo,-2,-10.2,-6.1,0
2025/12/24,tokyo,5.1,-4.3,0.4,0
2025/12/24,osaka,7,-2.4,2.3,0
2025/12/24,kobe,6.5,-2.4,2,0
2025/12/24,nagasaki,7.4,-1.8,2.8,0
2025/12/24,kumamoto,6.2,-1.6,2.3,0
2025/12/24,sapporo,-2,-10.9,-6.5,0
2025/12/25,tokyo,5.4,-3,1.2,0
2025/12/25,osaka,7.3,-1.2,3,0
2025/12/25,kobe,5.2,-4.1,0.6,0
