date,area,avg_price,baseload_price,peak_price,daytime_price,night_price,solar_crush_price,max_price,min_price
2025/12/29,chubu,8.54,8.54,6.41,7.34,9.14,5.77,9.89,3.5
2025/12/29,chugoku,8.19,8.19,6.41,7.18,8.77,5.77,9.86,3.5
2025/12/29,hokkaido,9.76,9.76,8.55,9.09,10.08,8.44,14.01,8.24
2025/12/29,hokuriku,8.19,8.19,6.41,7.18,8.77,5.77,9.86,3.5
2025/12/29,kansai,8.19,8.19,6.41,7.18,8.77,5.77,9.86,3.5
2025/12/29,kyushu,8.17,8.17,6.35,7.13,8.77,5.77,9.86,3.5
2025/12/29,shikoku,8.19,8.19,6.41,7.18,8.77,5.77,9.86,3.5
2025/12/29,system,8.98,8.98,7.49,8.15,9.38,7.05,10.28,6.05
2025/12/29,tohoku,9.39,9.39,7.27,8.19,10.08,6.68,14.01,5.73
2025/12/29,tokyo,10.41,10.41,10.07,10.64,10.08,9.08,18.04,8.67
2025/12/30,chubu,8.04,8.04,5.27,6.39,8.93,4.32,9.89,3
2025/12/30,chugoku,7.34,7.34,5.27,6.2,7.91,4.32,9.68,3
2025/12/30,hokkaido,9.04,9.04,7.5,8.14,9.54,7.16,10.46,6
2025/12/30,hokuriku,7.34,7.34,5.27,6.2,7.91,4.32,9.68,3
2025/12/30,kansai,7.34,7.34,5.27,6.2,7.91,4.32,9.68,3
2025/12/30,kyushu,7.34,7.34,5.27,6.2,7.91,4.32,9.68,3
2025/12/30,shikoku,6.79,6.79,5.27,5.42,7.63,4.32,9,3
2025/12/30,system,8.21,8.21,5.98,6.93,8.93,5.22,9.8,4
2025/12/30,tohoku,8.71,8.71,6.36,7.35,9.53,5.7,10.46,4.28
2025/12/30,tokyo,8.86,8.86,6.86,7.71,9.53,6.02,10.46,4.28
2025/12/31,chubu,7.22,7.22,3.28,4.94,8.73,2.26,9.62,0.01
2025/12/31,chugoku,7.17,7.17,3.28,4.9,8.68,2.26,9.62,0.01
2025/12/31,hokkaido,8.56,8.56,6.82,7.63,9.26,6.09,10.02,5
2025/12/31,hokuriku,7.17,7.17,3.28,4.9,8.68,2.26,9.62,0.01
2025/12/31,kansai,7.17,7.17,3.28,4.9,8.68,2.26,9.62,0.01
2025/12/31,kyushu,7.06,7.06,2.89,4.63,8.68,1.71,9.62,0.01
2025/12/31,shikoku,7.17,7.17,3.28,4.9,8.68,2.26,9.62,0.01
2025/12/31,system,7.86,7.86,4.94,6.16,8.92,3.93,9.56,3
2025/12/31,tohoku,8.65,8.65,6.82,7.63,9.29,6.09,10.02,5
2025/12/31,tokyo,8.65,8.65,6.82,7.63,9.29,6.09,10.02,5
2026/01/01,chubu,9.04,9.04,7.25,7.97,9.4,6.79,10.86,6.07
2026/01/01,chugoku,8.54,8.54,7.02,7.55,8.85,6.72,10.5,6.07
2026/01/01,hokkaido,9.06,9.06,7.55,8.13,9.41,7.26,10.86,6.07
2026/01/01,hokuriku,8.54,8.54,7.02,7.55,8.85,6.72,10.5,6.07
2026/01/01,kansai,8.54,8.54,7.02,7.55,8.85,6.72,10.5,6.07
2026/01/01,kyushu,8.53,8.53,6.97,7.51,8.85,6.72,10.5,6.07
2026/01/01,shikoku,8.45,8.45,6.8,7.32,8.85,6.72,10.5,4.5
2026/01/01,system,8.91,8.91,7.19,7.86,9.28,6.87,10.86,6.07
2026/01/01,tohoku,9.01,9.01,7.28,8.02,9.41,6.87,10.86,6.07
2026/01/01,tokyo,9.11,9.11,7.36,8.14,9.41,6.88,10.86,6.07
2026/01/02,chubu,9.56,9.56,7.35,8.31,10.05,6.42,11.3,4.94
2026/01/02,chugoku,9.19,9.19,7.17,8.04,9.49,6.42,11.3,4.94
2026/01/02,hokkaido,10.3,10.3,8.98,9.75,10.44,8.71,18.05,8.24
2026/01/02,hokuriku,9.19,9.19,7.17,8.04,9.49,6.42,11.3,4.94
2026/01/02,kansai,9.19,9.19,7.17,8.04,9.49,6.42,11.3,4.94
2026/01/02,kyushu,9.06,9.06,6.75,7.71,9.49,6.24,11.3,4.94
2026/01/02,shikoku,9.18,9.18,7.17,8,9.49,6.42,11.3,4.94
2026/01/02,system,9.71,9.71,8.03,8.76,9.88,7.61,11.91,6.81
2026/01/02,tohoku,10.04,10.04,8.34,9.14,10.44,7.83,18.05,6.38
2026/01/02,tokyo,10.46,10.46,9.64,10.05,10.48,9.4,18.05,9.25
2026/01/03,chubu,9.51,9.51,7.34,8.27,10.1,6.68,11.14,6
2026/01/03,chugoku,8.54,8.54,6.63,7.43,8.92,6.42,11,6
2026/01/03,hokkaido,10.88,10.88,8.5,9.08,12.39,8.11,17.88,7.52
2026/01/03,hokuriku,8.75,8.75,6.7,7.53,9.37,6.42,11,6
2026/01/03,kansai,8.54,8.54,6.63,7.43,8.92,6.42,11,6
2026/01/03,kyushu,7.58,7.58,3.34,5.13,8.92,1.82,11,0.01
2026/01/03,shikoku,8.49,8.49,6.63,7.31,8.92,6.42,11,5
2026/01/03,system,9.27,9.27,7.14,8.01,9.81,6.84,11.14,5.9
2026/01/03,tohoku,9.68,9.68,7.91,8.67,10.09,7.37,11.24,6.42
2026/01/03,tokyo,9.68,9.68,7.91,8.67,10.1,7.37,11.24,6.42
2026/01/04,chubu,9.44,9.44,7.21,8.3,9.73,6.77,12.62,6.28
2026/01/04,chugoku,8.69,8.69,7.03,7.63,8.67,6.77,11.48,6.28
2026/01/04,hokkaido,9.72,9.72,8.06,9.07,9.75,7.75,14.72,7.52
2026/01/04,hokuriku,8.74,8.74,7.03,7.63,8.81,6.77,11.48,6.28
2026/01/04,kansai,8.69,8.69,7.03,7.63,8.67,6.77,11.48,6.28
2026/01/04,kyushu,8.69,8.69,7.03,7.63,8.67,6.77,11.48,6.28
2026/01/04,shikoku,8.69,8.69,7.03,7.63,8.67,6.77,11.48,6.28
2026/01/04,system,9.43,9.43,7.25,8.21,9.7,6.89,12,6.34
2026/01/04,tohoku,9.61,9.61,7.71,8.83,9.75,7.26,14.72,7
2026/01/04,tokyo,10.66,10.66,7.71,9.15,9.87,7.26,17.93,7
2026/01/05,chubu,10.82,10.82,10.66,11.15,10.09,10.13,14.51,9.5
2026/01/05,chugoku,9.68,9.68,9.52,10.3,8.16,8.87,14.51,7.1
2026/01/05,hokkaido,12.74,12.74,11.22,12.72,11.17,10.14,20,9.15
2026/01/05,hokuriku,9.9,9.9,10.08,10.69,8.31,9.19,14.51,7.1
2026/01/05,kansai,9.68,9.68,9.52,10.3,8.16,8.87,14.51,7.1
2026/01/05,kyushu,9.68,9.68,9.52,10.3,8.16,8.87,14.51,7.1
2026/01/05,shikoku,7.78,7.78,6.22,7.27,7.69,5.52,14.51,3
2026/01/05,system,10.61,10.61,10.25,11.01,9.71,9.68,14.51,8.99
2026/01/05,tohoku,11.14,11.14,10.69,11.74,10.04,10.13,15,9.15
2026/01/05,tokyo,11.27,11.27,10.91,11.89,10.22,10.13,15,9.58
2026/01/06,chubu,11.14,11.14,9.24,10.83,9.98,8.68,16.39,8.08
2026/01/06,chugoku,10.39,10.39,8.69,10.15,8.83,8.53,15,8
2026/01/06,hokkaido,17.49,17.49,13.06,17.55,15.16,11.78,35.98,9.25
2026/01/06,hokuriku,10.84,10.84,8.78,10.21,9.87,8.55,15.18,8.08
2026/01/06,kansai,10.41,10.41,8.78,10.21,8.83,8.55,15,8
2026/01/06,kyushu,10.25,10.25,8.22,9.82,8.83,7.98,15,7.92
2026/01/06,shikoku,6.64,6.64,2.38,4.18,8.03,0.97,11.5,0.01
2026/01/06,system,10.85,10.85,8.81,10.37,9.71,8.36,15,8.08
2026/01/06,tohoku,11.27,11.27,9.87,11.26,9.98,9.5,16.39,8.16
2026/01/06,tokyo,11.34,11.34,9.94,11.32,9.98,9.61,16.39,9.25
2026/01/07,chubu,12.45,12.45,10.31,12.37,10.97,8.79,22,6
2026/01/07,chugoku,9.69,9.69,8.11,9.34,8.88,7.56,14.63,6
2026/01/07,hokkaido,15.05,15.05,13.52,14.54,15.98,12.35,20.45,9.04
2026/01/07,hokuriku,10.17,10.17,8.12,9.35,10.15,7.57,15.03,6
2026/01/07,kansai,9.69,9.69,8.12,9.35,8.88,7.57,14.63,6
2026/01/07,kyushu,9.69,9.69,8.11,9.34,8.88,7.56,14.63,6
2026/01/07,shikoku,7.39,7.39,7.86,7.7,6.83,7.54,13.38,5
2026/01/07,system,11.23,11.23,9.47,10.99,10.36,8.48,17.06,8.03
2026/01/07,tohoku,12.28,12.28,11.3,12.98,10.61,10.34,18.3,9.04
2026/01/07,tokyo,12.89,12.89,11.81,13.42,10.97,10.89,22,9.85
2026/01/08,chubu,12.34,12.34,10.09,11.57,10.83,9.7,21.9,8.14
2026/01/08,chugoku,10.89,10.89,9.24,10.55,9.18,8.94,17.06,8.08
2026/01/08,hokkaido,12.12,12.12,12.83,13.29,10.21,11.61,20,9
2026/01/08,hokuriku,11.19,11.19,9.25,10.56,9.97,8.96,17.06,8.08
2026/01/08,kansai,10.89,10.89,9.25,10.56,9.18,8.96,17.06,8.08
2026/01/08,kyushu,10.67,10.67,8.49,10.03,9.18,7.99,17.06,7.92
2026/01/08,shikoku,6.99,6.99,7.2,7.15,6.44,8.49,9.65,0.01
2026/01/08,system,11.26,11.26,9.34,10.68,10.09,8.92,16.36,8.08
2026/01/08,tohoku,11.32,11.32,10.18,11.43,10.21,9.82,16.56,8.77
2026/01/08,tokyo,12.37,12.37,10.18,11.63,10.83,9.82,21.9,8.77
2026/01/09,chubu,12.22,12.22,10.05,11.95,11.11,9.32,17.06,7.47
2026/01/09,chugoku,11.28,11.28,8.59,10.66,10.06,7.69,17.06,5.5
2026/01/09,hokkaido,11.59,11.59,9.92,11.29,10.79,9.41,17.06,8.6
2026/01/09,hokuriku,11.58,11.58,9.05,10.98,10.52,8.34,17.06,7.47
2026/01/09,kansai,11.41,11.41,9.05,10.98,10.06,8.34,17.06,7.47
2026/01/09,kyushu,11.28,11.28,8.58,10.65,10.06,7.68,17.06,5.5
2026/01/09,shikoku,7.01,7.01,6.87,6.81,6.65,6.61,10.91,1
2026/01/09,system,11.51,11.51,9.22,11,10.55,8.52,16.26,7.61
2026/01/09,tohoku,11.55,11.55,9.8,11.2,10.79,9.24,17.06,8.17
2026/01/09,tokyo,12.22,12.22,10.34,11.94,11.11,9.73,17.06,9.25
2026/01/10,chubu,10.02,10.02,8.41,8.99,10.74,7.91,13.5,6
2026/01/10,chugoku,8.34,8.34,7.19,7.68,8.5,6.97,11,6
2026/01/10,hokkaido,10.5,10.5,10.01,10.11,10.78,9.45,15.59,9.06
2026/01/10,hokuriku,8.34,8.34,7.19,7.68,8.5,6.97,11,6
2026/01/10,kansai,8.34,8.34,7.19,7.68,8.5,6.97,11,6
2026/01/10,kyushu,8.34,8.34,7.19,7.68,8.5,6.97,11,6
2026/01/10,shikoku,5.57,5.57,2.95,3.44,7.3,2.2,9,0.01
2026/01/10,system,9.37,9.37,7.83,8.42,9.97,7.63,11.9,6.98
2026/01/10,tohoku,9.87,9.87,7.99,8.7,10.68,7.36,13.5,5.01
2026/01/10,tokyo,10.26,10.26,9.22,9.56,10.75,9.05,13.5,8.71
2026/01/11,chubu,9.7,9.7,8.44,8.97,9.79,7.95,12,6.71
2026/01/11,chugoku,8.81,8.81,7.71,8.27,8.32,7.6,12,6.71
2026/01/11,hokkaido,9.42,9.42,8.18,8.75,9.65,7.86,10.95,6.09
2026/01/11,hokuriku,8.81,8.81,7.71,8.27,8.32,7.6,12,6.71
2026/01/11,kansai,8.81,8.81,7.71,8.27,8.32,7.6,12,6.71
2026/01/11,kyushu,8.81,8.81,7.71,8.27,8.32,7.6,12,6.71
2026/01/11,shikoku,7.7,7.7,7.59,7.67,6.77,7.6,11.45,6.37
2026/01/11,system,9.43,9.43,8.13,8.72,9.4,7.87,11.5,7.15
2026/01/11,tohoku,9.42,9.42,8.18,8.75,9.65,7.86,10.95,6.09
2026/01/11,tokyo,9.93,9.93,9.22,9.52,9.79,9.06,12,8.83
2026/01/12,chubu,11.62,11.62,9.59,10.85,10.68,9.09,17.19,8.83
2026/01/12,chugoku,9.27,9.27,7.66,8.43,9.01,7.29,13.24,6.44
2026/01/12,hokkaido,10.36,10.36,8.81,9.61,10.3,8.28,13.24,7.22
2026/01/12,hokuriku,9.44,9.44,7.66,8.43,9.47,7.29,13.24,6.44
2026/01/12,kansai,9.27,9.27,7.66,8.43,9.01,7.29,13.24,6.44
2026/01/12,kyushu,9.27,9.27,7.66,8.43,9.01,7.29,13.24,6.44
2026/01/12,shikoku,7.66,7.66,7.07,7.3,7,7.14,11.34,6.37
2026/01/12,system,10.56,10.56,8.53,9.55,10.24,8.02,13.95,7.69
2026/01/12,tohoku,10.31,10.31,8.63,9.48,10.3,8.02,13.24,5.01
2026/01/12,tokyo,11.63,11.63,9.6,10.85,10.68,9.1,17.19,8.83
2026/01/13,chubu,12,12,10.07,11.07,12.14,9.77,20,8.89
2026/01/13,chugoku,9.41,9.41,8.61,9.4,8.42,8.35,13.88,7.73
2026/01/13,hokkaido,12.23,12.23,11.35,11.97,11.78,11.6,20,9.07
2026/01/13,hokuriku,9.41,9.41,8.61,9.4,8.42,8.35,13.88,7.73
2026/01/13,kansai,9.41,9.41,8.61,9.4,8.42,8.35,13.88,7.73
2026/01/13,kyushu,9.36,9.36,8.44,9.28,8.42,8.11,13.88,7.73
2026/01/13,shikoku,6.59,6.59,6.49,6.25,6.91,7.69,9,0.01
2026/01/13,system,10.61,10.61,9.02,10.04,10.35,8.7,14,7.93
2026/01/13,tohoku,11.85,11.85,10.02,11.03,11.81,9.74,20,8.55
2026/01/13,tokyo,11.99,11.99,10.04,11.05,12.14,9.77,20,8.89
2026/01/14,chubu,12.31,12.31,10.53,11.86,11.37,9.88,22.35,8.01
2026/01/14,chugoku,10.82,10.82,7.99,9.44,10.28,7.54,15.02,5.5
2026/01/14,hokkaido,11.87,11.87,10.77,12.03,10.4,10.22,16,9.72
2026/01/14,hokuriku,11.19,11.19,9.06,10.19,10.44,8.85,15.31,8.01
2026/01/14,kansai,11.13,11.13,9.06,10.19,10.28,8.85,15.02,8.01
2026/01/14,kyushu,10.49,10.49,6.85,8.64,10.28,5.95,15.02,1
2026/01/14,shikoku,8.25,8.25,5.63,6.95,7.77,4.4,14.21,0.01
2026/01/14,system,11.55,11.55,9.4,10.77,10.68,8.84,15,7.86
2026/01/14,tohoku,11.87,11.87,10.77,12.03,10.4,10.22,16,9.72
2026/01/14,tokyo,12.17,12.17,10.77,12.03,10.84,10.22,16,9.72
2026/01/15,chubu,12.56,12.56,10.95,12.59,11.51,10.05,20,9.57
2026/01/15,chugoku,9.86,9.86,8.74,9.71,9.37,8.15,17.32,7.93
2026/01/15,hokkaido,12.79,12.79,11.06,12.54,11.62,10.05,20,9.57
2026/01/15,hokuriku,9.87,9.87,8.77,9.72,9.37,8.18,17.32,7.93
2026/01/15,kansai,9.87,9.87,8.77,9.72,9.37,8.18,17.32,7.93
2026/01/15,kyushu,9.83,9.83,8.62,9.62,9.37,7.98,17.32,7.93
2026/01/15,shikoku,8.5,8.5,7.29,8,8.35,6.29,13.52,2
2026/01/15,system,11.43,11.43,10.11,11.35,10.64,9.43,15.53,8.24
2026/01/15,tohoku,12.39,12.39,10.95,12.46,11.38,10.05,20,9.57
2026/01/15,tokyo,12.41,12.41,10.95,12.46,11.41,10.05,20,9.57
2026/01/16,chubu,9.44,9.44,5.53,7.44,10.25,4.24,13.93,3
2026/01/16,chugoku,7.97,7.97,4.35,5.9,8.67,3.24,11.74,0.01
2026/01/16,hokkaido,11.22,11.22,11.4,11.7,10.35,10.46,20,9.1
2026/01/16,hokuriku,8.26,8.26,4.35,5.9,9.44,3.24,11.74,0.01
2026/01/16,kansai,7.97,7.97,4.35,5.9,8.67,3.24,11.74,0.01
2026/01/16,kyushu,7.83,7.83,3.85,5.55,8.67,2.53,11.74,0.01
2026/01/16,shikoku,6.87,6.87,2.05,3.33,8.67,2.36,11.74,0.01
2026/01/16,system,9.74,9.74,7.85,8.74,9.93,7.46,12.44,5.5
2026/01/16,tohoku,10.56,10.56,9.45,10.19,10.25,9.27,13.93,8.92
2026/01/16,tokyo,10.59,10.59,9.45,10.19,10.25,9.27,13.93,8.92
2026/01/17,chubu,8.28,8.28,2.84,5.13,10.15,1.13,13.34,0.02
2026/01/17,chugoku,6.66,6.66,1.59,3.85,8.42,0.72,11,0.01
2026/01/17,hokkaido,13.47,13.47,9.65,12.96,13.02,8.56,30,8.14
2026/01/17,hokuriku,8.28,8.28,2.84,5.13,10.15,1.13,13.34,0.02
2026/01/17,kansai,6.66,6.66,1.59,3.85,8.42,0.72,11,0.01
2026/01/17,kyushu,6.57,6.57,1.29,3.64,8.42,0.31,11,0.01
2026/01/17,shikoku,6.43,6.43,1.37,3.41,8.42,0.72,11,0.01
2026/01/17,system,8.63,8.63,5.3,6.62,9.7,4.1,12.13,1
2026/01/17,tohoku,10.01,10.01,8.63,9.18,10.25,8.22,13.34,7.57
2026/01/17,tokyo,10.01,10.01,8.63,9.18,10.25,8.22,13.34,7.57
2026/01/18,chubu,8.82,8.82,5.64,7.14,9.58,4.4,12.93,3
2026/01/18,chugoku,6.92,6.92,1.5,3.58,8.54,0.53,11.5,0.01
2026/01/18,hokkaido,10.78,10.78,8.36,9.43,10.76,8.07,17.35,7.55
2026/01/18,hokuriku,7.9,7.9,2.47,4.92,9.58,0.89,12.93,0.01
2026/01/18,kansai,6.92,6.92,1.5,3.58,8.54,0.53,11.5,0.01
2026/01/18,kyushu,6.92,6.92,1.5,3.58,8.54,0.53,11.5,0.01
2026/01/18,shikoku,6.68,6.68,0.99,3,8.54,0.53,11.5,0.01
2026/01/18,system,8.33,8.33,4.23,5.87,9.39,2.65,12.62,1
2026/01/18,tohoku,10.01,10.01,7.19,8.51,9.73,6.5,17.35,5.5
2026/01/18,tokyo,10.21,10.21,7.71,8.96,9.73,7.1,17.35,5.5
2026/01/19,chubu,11.75,11.75,8.5,11.3,10.45,7.66,28,5.5
2026/01/19,chugoku,9.63,9.63,8.02,9.26,8.98,7.53,16,5.5
2026/01/19,hokkaido,23.92,23.92,18.01,25.83,21.08,14.17,50,9.31
2026/01/19,hokuriku,10.12,10.12,8.02,9.26,10.17,7.53,17.5,5.5
2026/01/19,kansai,9.63,9.63,8.02,9.26,8.98,7.53,16,5.5
2026/01/19,kyushu,9.62,9.62,8,9.24,8.98,7.53,16,5.5
2026/01/19,shikoku,8.29,8.29,6.34,7.55,8.91,6.99,14.48,0.01
2026/01/19,system,11.32,11.32,9.39,11.16,10.02,8.7,17.5,8
2026/01/19,tohoku,14,14,11.79,14.84,10.45,10.79,28,9.31
2026/01/19,tokyo,14,14,11.79,14.84,10.45,10.79,28,9.31
2026/01/20,chubu,11.95,11.95,10.29,11.87,10.03,9.89,19,8.01
2026/01/20,chugoku,10.8,10.8,10.12,11.27,8.53,9.89,16.04,7.39
2026/01/20,hokkaido,13.63,13.63,13.3,14.6,10.95,12.45,19,9.78
2026/01/20,hokuriku,11.09,11.09,10.18,11.31,8.99,9.89,16.04,7.39
2026/01/20,kansai,10.8,10.8,10.12,11.27,8.53,9.89,16.04,7.39
2026/01/20,kyushu,10.44,10.44,8.88,10.4,8.53,8.33,16.04,7.39
2026/01/20,shikoku,8.14,8.14,7.89,8.65,7.61,7.84,13,7.39
2026/01/20,system,11.49,11.49,10.03,11.54,9.77,9.7,17.22,8.89
2026/01/20,tohoku,12.12,12.12,10.37,12,10.21,9.95,19,8.9
2026/01/20,tokyo,12.19,12.19,10.47,12.07,10.32,10.1,19,9.78
2026/01/21,chubu,14.09,14.09,10.43,13.4,11.89,9.65,25.12,8.43
2026/01/21,chugoku,12.18,12.18,9.96,11.68,10.85,9.6,17.31,8.13
2026/01/21,hokkaido,15.5,15.5,13.65,15.65,13.26,13.05,25.12,9.79
2026/01/21,hokuriku,12.74,12.74,9.96,11.68,11.89,9.6,22,8.13
2026/01/21,kansai,12.18,12.18,9.96,11.68,10.85,9.6,17.31,8.13
2026/01/21,kyushu,11.87,11.87,8.91,10.95,10.85,8.13,17.31,7.92
2026/01/21,shikoku,10.93,10.93,9.11,10.46,10.24,9.6,15.28,7.51
2026/01/21,system,13.37,13.37,10.39,12.71,11.65,9.56,20,8.97
2026/01/21,tohoku,14.26,14.26,10.88,13.71,11.89,10.14,25.12,9.79
2026/01/21,tokyo,14.26,14.26,10.88,13.71,11.89,10.14,25.12,9.79
2026/01/22,chubu,13.88,13.88,11.08,13.15,11.83,10.1,22.37,8.43
2026/01/22,chugoku,13.65,13.65,11.08,13.15,11.24,10.1,22.37,8.43
2026/01/22,hokkaido,16.33,16.33,12.23,15.59,13.33,10.4,30,9.64
2026/01/22,hokuriku,13.88,13.88,11.08,13.15,11.83,10.1,22.37,8.43
2026/01/22,kansai,13.65,13.65,11.08,13.15,11.24,10.1,22.37,8.43
2026/01/22,kyushu,13.65,13.65,11.08,13.15,11.24,10.1,22.37,8.43
2026/01/22,shikoku,10.82,10.82,10.43,10.48,9.88,10.1,15.28,7.55
2026/01/22,system,14,14,10.88,12.86,11.77,10.01,26.96,9.2
2026/01/22,tohoku,13.85,13.85,10.99,13.08,11.83,10.33,22.37,9.49
2026/01/22,tokyo,13.85,13.85,10.99,13.08,11.83,10.33,22.37,9.49
2026/01/23,chubu,13.34,13.34,11.31,13,11.62,10.06,18.39,8.23
2026/01/23,chugoku,13.34,13.34,11.31,13,11.62,10.06,18.39,8.23
2026/01/23,hokkaido,15.18,15.18,14.13,16.6,12.63,13.11,30,9.78
2026/01/23,hokuriku,13.34,13.34,11.31,13,11.62,10.06,18.39,8.23
2026/01/23,kansai,13.34,13.34,11.31,13,11.62,10.06,18.39,8.23
2026/01/23,kyushu,13.34,13.34,11.31,13,11.62,10.06,18.39,8.23
2026/01/23,shikoku,10.23,10.23,8.84,9.26,9.13,9.39,16.01,7.4
2026/01/23,system,13.28,13.28,10.88,12.73,11.54,10.05,18.39,8.6
2026/01/23,tohoku,12.93,12.93,10.93,12.47,11.24,10.3,18.39,9.33
2026/01/23,tokyo,12.93,12.93,10.93,12.47,11.24,10.3,18.39,9.33
2026/01/24,chubu,11.86,11.86,8.73,10.01,12.07,8.4,15.5,8
2026/01/24,chugoku,11.5,11.5,8.65,9.9,11.24,8.3,15.5,8
2026/01/24,hokkaido,13.65,13.65,10.45,12.52,14.05,10.15,20.3,9.92
2026/01/24,hokuriku,11.73,11.73,8.65,9.9,11.85,8.3,15.5,8
2026/01/24,kansai,11.5,11.5,8.65,9.9,11.24,8.3,15.5,8
2026/01/24,kyushu,11.45,11.45,8.47,9.77,11.24,8.16,15.5,8
2026/01/24,shikoku,10.78,10.78,6.59,8.19,11.21,7.11,15.5,0.02
2026/01/24,system,11.93,11.93,9.13,10.33,11.91,8.65,15.5,8.09
2026/01/24,tohoku,12.46,12.46,10.45,11.31,12.23,10.15,15.5,9.92
2026/01/24,tokyo,12.46,12.46,10.45,11.31,12.24,10.15,15.5,9.92
2026/01/25,chubu,11.56,11.56,8.88,9.93,11.41,8.32,16.42,7.25
2026/01/25,chugoku,10.81,10.81,7.99,8.9,10.53,7.89,16.42,7.25
2026/01/25,hokkaido,12.89,12.89,10.34,11.08,13.48,9.99,17.45,9.03
2026/01/25,hokuriku,11.56,11.56,8.88,9.93,11.41,8.32,16.42,7.25
2026/01/25,kansai,10.81,10.81,7.99,8.9,10.53,7.89,16.42,7.25
2026/01/25,kyushu,10.42,10.42,6.67,7.98,10.53,6.09,16.42,2.01
2026/01/25,shikoku,9.95,9.95,7.08,8.06,9.58,6.83,16.42,1
2026/01/25,system,11.52,11.52,8.84,9.81,11.33,8.43,16.42,7.92
2026/01/25,tohoku,12.2,12.2,10.24,11.01,11.73,9.99,16.42,9.03
2026/01/25,tokyo,12.26,12.26,10.45,11.16,11.73,10.28,16.42,10.1
2026/01/26,chubu,16.08,16.08,11.64,16.47,13.26,10.78,45.01,10.34
2026/01/26,chugoku,14.98,14.98,11.25,14.43,12.59,10.34,30,9.23
2026/01/26,hokkaido,16.77,16.77,12.26,17.11,14.02,10.96,45.01,10.34
2026/01/26,hokuriku,15.23,15.23,11.25,14.43,13.26,10.34,30,9.23
2026/01/26,kansai,14.98,14.98,11.25,14.43,12.59,10.34,30,9.23
2026/01/26,kyushu,14.74,14.74,10.42,13.86,12.59,9.19,30,8.23
2026/01/26,shikoku,14.28,14.28,8.84,12.75,12.59,7.74,30,6.46
2026/01/26,system,15.04,15.04,11.14,14.98,12.76,10.34,34.26,9.57
2026/01/26,tohoku,16.42,16.42,12.08,16.86,13.26,10.91,45.01,10.34
2026/01/26,tokyo,16.42,16.42,12.08,16.86,13.26,10.91,45.01,10.34
2026/01/27,chubu,13.84,13.84,11.45,13.42,12.35,10.01,23.58,8.23
2026/01/27,chugoku,12.75,12.75,10.41,12.01,11.51,9.26,18.89,8.23
2026/01/27,hokkaido,19.92,19.92,18.56,21.05,18.32,14.86,44.45,10.5
2026/01/27,hokuriku,13.04,13.04,10.41,12.01,12.27,9.26,18.89,8.23
2026/01/27,kansai,12.75,12.75,10.41,12.01,11.51,9.26,18.89,8.23
2026/01/27,kyushu,12.75,12.75,10.41,12.01,11.51,9.26,18.89,8.23
2026/01/27,shikoku,11.33,11.33,7.26,9.42,10.84,7.09,18.89,6.49
2026/01/27,system,13.5,13.5,11.41,13.08,12.2,10.31,18.89,8.99
2026/01/27,tohoku,14.09,14.09,12.05,13.84,12.4,10.85,25.66,10.38
2026/01/27,tokyo,14.09,14.09,12.05,13.84,12.4,10.85,25.66,10.38
2026/01/28,chubu,13.13,13.13,10.84,12.69,11.76,10.11,19.31,8.75
2026/01/28,chugoku,12.66,12.66,10.67,12.41,10.87,10.11,17.95,8.75
2026/01/28,hokkaido,17.44,17.44,16.04,17.07,17.2,14.02,30,10.15
2026/01/28,hokuriku,13,13,10.67,12.41,11.76,10.11,17.95,8.75
2026/01/28,kansai,12.66,12.66,10.67,12.41,10.87,10.11,17.95,8.75
2026/01/28,kyushu,12.38,12.38,9.69,11.72,10.87,8.74,17.95,8.08
2026/01/28,shikoku,10.26,10.26,7.57,9.04,9.99,7.49,17,6.85
2026/01/28,system,12.99,12.99,10.81,12.53,11.56,10.14,17.3,8.74
2026/01/28,tohoku,13.41,13.41,11.28,12.99,11.76,10.58,20,9.99
2026/01/28,tokyo,13.41,13.41,11.28,12.99,11.76,10.58,20,9.99
2026/01/29,chubu,13.8,13.8,11.11,12.78,12.22,10.37,20,9.85
2026/01/29,chugoku,12.55,12.55,9.94,11.79,10.69,9.27,17.82,8.27
2026/01/29,hokkaido,16.98,16.98,12.68,15.15,17.93,11.09,30,9.85
2026/01/29,hokuriku,13.2,13.2,9.94,11.79,12.22,9.27,20,8.27
2026/01/29,kansai,12.55,12.55,9.94,11.79,10.69,9.27,17.82,8.27
2026/01/29,kyushu,12.38,12.38,9.36,11.38,10.69,8.48,17.82,8.08
2026/01/29,shikoku,11.79,11.79,7.89,10.08,10.69,7.36,17.82,6.78
2026/01/29,system,13.3,13.3,10.56,12.35,11.88,9.86,18.2,8.23
2026/01/29,tohoku,13.8,13.8,11.11,12.78,12.22,10.37,20,9.85
2026/01/29,tokyo,13.8,13.8,11.11,12.78,12.22,10.37,20,9.85
2026/01/30,chubu,13.77,13.77,11.51,13.15,12.46,10.63,19.9,8.99
2026/01/30,chugoku,13.49,13.49,11.27,12.98,11.99,10.58,19.9,8.99
2026/01/30,hokkaido,15.25,15.25,11.68,13.27,16.27,10.88,19.91,10.22
2026/01/30,hokuriku,13.7,13.7,11.27,12.98,12.46,10.58,19.9,8.99
2026/01/30,kansai,13.49,13.49,11.27,12.98,11.99,10.58,19.9,8.99
2026/01/30,kyushu,13.04,13.04,9.73,11.91,11.99,8.66,19.9,8.08
